exercicio,periodo,periodicidade,instituicao,cod_ibge,uf,co_poder,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,ano,tipo_demonstrativo,municipio_nome,municipio_cod_ibge
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-11>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4029659.6,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-10>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4372890.67,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-9>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),3632520.34,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-8>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),2946668.6,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-7>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4239215.07,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-6>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),2698842.33,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-5>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),1937766.98,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-4>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),5264067.4,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-3>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),3179076.77,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-2>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4548401.11,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-1>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4108584.75,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),4625520.72,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),45583214.34,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-11>,DespesaComPessoalAtivoBruta,Pessoal Ativo,4029659.6,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-10>,DespesaComPessoalAtivoBruta,Pessoal Ativo,4372890.67,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-9>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3632520.34,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-8>,DespesaComPessoalAtivoBruta,Pessoal Ativo,2946668.6,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-7>,DespesaComPessoalAtivoBruta,Pessoal Ativo,4239215.07,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-6>,DespesaComPessoalAtivoBruta,Pessoal Ativo,2698842.33,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-5>,DespesaComPessoalAtivoBruta,Pessoal Ativo,1937766.98,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-4>,DespesaComPessoalAtivoBruta,Pessoal Ativo,5264067.4,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-3>,DespesaComPessoalAtivoBruta,Pessoal Ativo,3179076.77,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-2>,DespesaComPessoalAtivoBruta,Pessoal Ativo,4548401.11,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-1>,DespesaComPessoalAtivoBruta,Pessoal Ativo,4108584.75,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR>,DespesaComPessoalAtivoBruta,Pessoal Ativo,4625520.72,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalAtivoBruta,Pessoal Ativo,45583214.34,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-11>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3407978.05,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-10>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3725304.25,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-9>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3054216.91,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-8>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3388386.28,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-7>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3590351.23,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-6>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3563692.97,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-5>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3462532.03,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-4>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",5002254.8,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-3>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2952967.38,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-2>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",3794415.39,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-1>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",4095470.93,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",4039465.31,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",44077035.53,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-11>,ObrigacoesPatronais,Obrigações Patronais,621681.55,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-10>,ObrigacoesPatronais,Obrigações Patronais,647586.42,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-9>,ObrigacoesPatronais,Obrigações Patronais,578303.43,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-8>,ObrigacoesPatronais,Obrigações Patronais,-441717.68,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-7>,ObrigacoesPatronais,Obrigações Patronais,648863.84,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-6>,ObrigacoesPatronais,Obrigações Patronais,-864850.64,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-5>,ObrigacoesPatronais,Obrigações Patronais,-1524765.05,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-4>,ObrigacoesPatronais,Obrigações Patronais,261812.6,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-3>,ObrigacoesPatronais,Obrigações Patronais,226109.39,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-2>,ObrigacoesPatronais,Obrigações Patronais,753985.72,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-1>,ObrigacoesPatronais,Obrigações Patronais,13113.82,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR>,ObrigacoesPatronais,Obrigações Patronais,586055.41,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),ObrigacoesPatronais,Obrigações Patronais,1506178.81,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-11>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),98914.82,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-10>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),127242.26,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-9>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),96544.4,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-8>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),188701.5,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-7>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),424699.76,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-6>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),345233.9,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-5>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),278775.34,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-4>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),443621.21,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-3>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),286157.06,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-2>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),222116.03,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-1>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),216048.4,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR>,DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),201084.14,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalNaoComputada,DESPESAS NÃO COMPUTADAS (§ 1º do art. 19 da LRF) (II),2929138.82,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-6>,DespesaComPessoalNaoComputadaDecisaoJudicialPeriodoAnteriorAoDaApuracao,Decorrentes de Decisão Judicial de Período Anterior ao da Apuração,9645.16,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalNaoComputadaDecisaoJudicialPeriodoAnteriorAoDaApuracao,Decorrentes de Decisão Judicial de Período Anterior ao da Apuração,9645.16,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-11>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",98914.82,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-10>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",127242.26,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-9>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",96544.4,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-8>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",188701.5,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-7>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",189610.2,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-6>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",193803.7,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-5>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",190109.6,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-4>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",228788.11,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-3>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",187992.6,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-2>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",120253.08,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-1>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",122324.0,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR>,AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",113524.8,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),AgentesComunitariosDeSaudeEDeCombateAsEndemiasComRecursosVinculados,"Agentes Comunitários de Saúde e de Combate às Endemias com Recursos Vinculados (CF, art. 198, §11)",1857809.07,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-7>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",235089.56,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-6>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",141785.04,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-5>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",88665.74,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-4>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",214833.1,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-3>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",98164.46,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-2>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",101862.95,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-1>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",93724.4,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR>,ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",87559.34,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),ParcelaDedutivelReferenteAoPisoSalarialDoEnfermeiroTecnicoDeEnfermagemAuxiliarDeEnfermagemEParteira,"Parcela dedutível referente ao piso salarial do Enfermeiro, Técnico de Enfermagem, Auxiliar de Enfermagem e Parteira (ADCT, art. 38, §2º)",1061684.59,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-11>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),3930744.78,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-10>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),4245648.41,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-9>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),3535975.94,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-8>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),2757967.1,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-7>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),3814515.31,2024,RGF,Banabuiú,2301851
2024,1,Q,Prefeitura Municipal de Banabuiú - CE,2301851,CE,E,16447,RGF-Anexo 01,M,Padrão,<MR-6>,DespesaComPessoalLiquida,DESPESA LÍQUIDA COM PESSOAL (III) = (I - II),2353608.43,2024,RGF,Banabuiú,2301851
